image,label,score,x1,y1,x2,y2,source_prompt,detection_summary,llm_prompt,generated_question_flan_base,generated_question_flan_large,generated_question_llama70b,generated_question_llama8b
image_28_jpg.rf.b8535e3aa3218282cc77a22a4746d940.jpg,bathtub,0.2933827042579651,-0.2539634704589844,351.459228515625,354.25439453125,601.0574951171875,baseline,Image file: image_28_jpg.rf.b8535e3aa3218282cc77a22a4746d940.jpg. Detected amenity: bathtub. Detection confidence: low (0.29). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_28_jpg.rf.b8535e3aa3218282cc77a22a4746d940.jpg. Detected amenity: bathtub. Detection confidence: low (0.29). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the bathtub?,Does the room have a bathtub?,Is there a bathtub in the room?
image_28_jpg.rf.b8535e3aa3218282cc77a22a4746d940.jpg,bathtub,0.5284017324447632,333.8162536621094,436.6530151367188,637.705322265625,637.6221313476562,baseline,Image file: image_28_jpg.rf.b8535e3aa3218282cc77a22a4746d940.jpg. Detected amenity: bathtub. Detection confidence: medium (0.53). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_28_jpg.rf.b8535e3aa3218282cc77a22a4746d940.jpg. Detected amenity: bathtub. Detection confidence: medium (0.53). Source prompt type: baseline. Question:",What is the name of the hotel amenity?,What type of amenity is the bathtub?,Does the room have a bathtub?,Does the bathtub have a shower attachment?
image_107_jpg.rf.af5e3a5945f12270da1104b704bdc995.jpg,bathtub,0.49327152967453,340.69805908203125,373.4248046875,579.342529296875,633.9684448242188,baseline,Image file: image_107_jpg.rf.af5e3a5945f12270da1104b704bdc995.jpg. Detected amenity: bathtub. Detection confidence: medium (0.49). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_107_jpg.rf.af5e3a5945f12270da1104b704bdc995.jpg. Detected amenity: bathtub. Detection confidence: medium (0.49). Source prompt type: baseline. Question:",What type of amenity does the image show?,What type of amenity is the bathtub?,Does the room have a bathtub?,Does the hotel room have a separate shower?
image_182_jpg.rf.d060435883ce78592cae06e17b14f735.jpg,bathtub,0.1267427653074264,252.61990356445312,480.101806640625,521.6730346679688,571.29052734375,baseline,Image file: image_182_jpg.rf.d060435883ce78592cae06e17b14f735.jpg. Detected amenity: bathtub. Detection confidence: low (0.13). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_182_jpg.rf.d060435883ce78592cae06e17b14f735.jpg. Detected amenity: bathtub. Detection confidence: low (0.13). Source prompt type: baseline. Question:",Which hotel amenity is most likely to be a bathtub?,What type of amenity is the bathtub?,Does this room have a bathtub?,Is there a bathtub in the room?
image_189_jpg.rf.4cea852ad7c21055001c0bbcd5a04701.jpg,bathtub,0.2141040563583374,247.40573120117188,371.1950988769531,396.1306457519531,464.630615234375,baseline,Image file: image_189_jpg.rf.4cea852ad7c21055001c0bbcd5a04701.jpg. Detected amenity: bathtub. Detection confidence: low (0.21). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_189_jpg.rf.4cea852ad7c21055001c0bbcd5a04701.jpg. Detected amenity: bathtub. Detection confidence: low (0.21). Source prompt type: baseline. Question:",What type of amenity is the bathtub in a hotel?,What is the name of the hotel's bathtub?,Does this room have a bathtub?,Is the bathtub a freestanding or built-in fixture?
image_190_jpg.rf.9ca1b83677aad57f957076376edd7669.jpg,bathtub,0.1465736329555511,204.3641357421875,371.9030151367188,633.6339721679688,630.235595703125,baseline,Image file: image_190_jpg.rf.9ca1b83677aad57f957076376edd7669.jpg. Detected amenity: bathtub. Detection confidence: low (0.15). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_190_jpg.rf.9ca1b83677aad57f957076376edd7669.jpg. Detected amenity: bathtub. Detection confidence: low (0.15). Source prompt type: baseline. Question:",What type of amenity does the image file contain?,What type of amenity is the bathtub?,Does this room have a bathtub?,Does the room have a separate shower?
image_190_jpg.rf.9ca1b83677aad57f957076376edd7669.jpg,bathtub,0.2456268221139907,209.84591674804688,408.6604309082031,408.4441528320313,604.046142578125,baseline,Image file: image_190_jpg.rf.9ca1b83677aad57f957076376edd7669.jpg. Detected amenity: bathtub. Detection confidence: low (0.25). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_190_jpg.rf.9ca1b83677aad57f957076376edd7669.jpg. Detected amenity: bathtub. Detection confidence: low (0.25). Source prompt type: baseline. Question:",What type of amenity does the image file contain?,What type of amenity is the bathtub?,Does this room have a bathtub?,Is the bathtub separate from the shower?
image_190_jpg.rf.9ca1b83677aad57f957076376edd7669.jpg,bathtub,0.1543910801410675,387.5138854980469,517.1959228515625,636.1795654296875,637.8814086914062,baseline,Image file: image_190_jpg.rf.9ca1b83677aad57f957076376edd7669.jpg. Detected amenity: bathtub. Detection confidence: low (0.15). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_190_jpg.rf.9ca1b83677aad57f957076376edd7669.jpg. Detected amenity: bathtub. Detection confidence: low (0.15). Source prompt type: baseline. Question:",What type of amenity does the image file contain?,What type of amenity is the bathtub?,Does this room have a bathtub?,Does the room have a separate shower?
image_48_jpg.rf.1d874ce20336c05973439631199b88c0.jpg,bathtub,0.1878546327352523,46.44190979003906,377.1609802246094,327.4816589355469,638.15625,baseline,Image file: image_48_jpg.rf.1d874ce20336c05973439631199b88c0.jpg. Detected amenity: bathtub. Detection confidence: low (0.19). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_48_jpg.rf.1d874ce20336c05973439631199b88c0.jpg. Detected amenity: bathtub. Detection confidence: low (0.19). Source prompt type: baseline. Question:",What type of amenity does the image file contain?,What type of amenity is the bathtub?,Does the room have a bathtub?,Is there a bathtub in the room?
image_82_jpg.rf.dcaf4e02875272c066c6c218df348895.jpg,bathtub,0.1378785669803619,342.524169921875,403.2315368652344,627.0206298828125,634.38427734375,baseline,Image file: image_82_jpg.rf.dcaf4e02875272c066c6c218df348895.jpg. Detected amenity: bathtub. Detection confidence: low (0.14). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_82_jpg.rf.dcaf4e02875272c066c6c218df348895.jpg. Detected amenity: bathtub. Detection confidence: low (0.14). Source prompt type: baseline. Question:",What type of amenity is the bathtub in a hotel?,What type of amenity is the bathtub?,Does this room have a bathtub?,Is there a bathtub in the room?
